1	50000000	0.990176
1	99500000	0.994747
1	149000000	0.997053
1	198500000	0.999966
1	248000000	0.997424
1	297500000	1.00524
1	347000000	1.00728
1	396500000	0.99937
1	446000000	1.00343
1	495500000	0.996458
2	50000000	1.97395
2	99500000	1.9912
2	149000000	1.9972
2	198500000	1.99337
2	248000000	1.97669
2	297500000	1.97097
2	347000000	1.9574
2	396500000	1.9797
2	446000000	1.97133
2	495500000	1.9942
3	50000000	2.70599
3	99500000	2.81651
3	149000000	2.8473
3	198500000	2.89253
3	248000000	2.71217
3	297500000	2.63013
3	347000000	2.82373
3	396500000	2.81186
3	446000000	2.73786
3	495500000	2.91129
4	50000000	2.38796
4	99500000	3.33974
4	149000000	2.98466
4	198500000	3.45404
4	248000000	3.27792
4	297500000	3.34263
4	347000000	3.43878
4	396500000	3.48088
4	446000000	3.63192
4	495500000	3.30373
