10000	0.605412	0.326625
10064	0.625444	0.330458
10128	0.632231	0.332431
10192	0.637383	0.338855
10256	0.641507	0.343759
10320	0.650008	0.344854
10384	0.654201	0.349881
10448	0.658089	0.354765
10512	0.672907	0.360167
10576	0.677604	0.363733
10640	0.684360	0.371400
10704	0.713137	0.376872
10768	0.726905	0.385864
10832	0.717372	0.389131
10896	0.694685	0.392063
10960	0.702631	0.396859
11024	0.729202	0.398150
10000	0.613577	0.329445
10064	0.618355	0.335822
10128	0.635177	0.339851
10192	0.640090	0.340190
10256	0.640712	0.346089
10320	0.645291	0.349557
10384	0.667972	0.352570
10448	0.669303	0.362357
10512	0.679929	0.364508
10576	0.678420	0.367707
10640	0.687359	0.370656
10704	0.709503	0.373596
10768	0.712722	0.389288
10832	0.718053	0.388203
10896	0.687307	0.390675
10960	0.697875	0.398628
11024	0.731525	0.401576
10000	0.622425	0.331732
10064	0.629125	0.332414
10128	0.624004	0.336519
10192	0.640866	0.351694
10256	0.647109	0.345378
10320	0.653370	0.356022
10384	0.654466	0.352414
10448	0.664927	0.363401
10512	0.674598	0.369559
10576	0.679514	0.375244
10640	0.687050	0.372544
10704	0.706298	0.385301
10768	0.711832	0.384419
10832	0.721378	0.386791
10896	0.687227	0.389776
10960	0.700284	0.394670
11024	0.733266	0.402159
10000	0.611930	0.331099
10064	0.624776	0.335077
10128	0.631936	0.340911
10192	0.639361	0.339944
10256	0.643808	0.348721
10320	0.649920	0.355165
10384	0.658085	0.352729
10448	0.658369	0.359653
10512	0.681020	0.361496
10576	0.686595	0.368928
10640	0.687908	0.371488
10704	0.700406	0.373656
10768	0.724121	0.382284
10832	0.724878	0.386565
10896	0.704902	0.393351
10960	0.696994	0.396319
11024	0.732595	0.413255
10000	0.679395	0.346267
10064	0.677952	0.346196
10128	0.691096	0.339940
10192	0.645516	0.342180
10256	0.647604	0.348542
10320	0.657602	0.346610
10384	0.665933	0.352314
10448	0.663121	0.364786
10512	0.677525	0.366172
10576	0.672896	0.366193
10640	0.689607	0.368080
10704	0.711527	0.375515
10768	0.711295	0.387670
10832	0.731624	0.382515
10896	0.686632	0.391350
10960	0.700099	0.401272
11024	0.734290	0.398510
10000	0.614930	0.331178
10064	0.627238	0.333302
10128	0.619743	0.336413
10192	0.641411	0.352543
10256	0.640785	0.349277
10320	0.659561	0.351533
10384	0.655531	0.351846
10448	0.667808	0.359847
10512	0.677205	0.365102
10576	0.679619	0.367966
10640	0.685350	0.368702
10704	0.721475	0.376274
10768	0.710707	0.383976
10832	0.712675	0.390561
10896	0.690016	0.387953
10960	0.700233	0.397243
11024	0.740588	0.398227
10000	0.615841	0.330420
10064	0.634476	0.336706
10128	0.631523	0.340215
10192	0.637407	0.343202
10256	0.641176	0.350951
10320	0.653882	0.348787
10384	0.664672	0.351134
10448	0.661166	0.355599
10512	0.682229	0.362594
10576	0.681777	0.373174
10640	0.695285	0.368709
10704	0.698713	0.375653
10768	0.715382	0.380039
10832	0.719316	0.387968
10896	0.693648	0.396542
10960	0.702863	0.393823
11024	0.725929	0.406213
10000	0.615240	0.328687
10064	0.623848	0.334170
10128	0.633540	0.344238
10192	0.635787	0.340193
10256	0.640223	0.349414
10320	0.649276	0.347401
10384	0.670258	0.351093
10448	0.667780	0.367081
10512	0.690779	0.369336
10576	0.676385	0.367614
10640	0.690046	0.369425
10704	0.705832	0.380439
10768	0.712985	0.381841
10832	0.720612	0.390696
10896	0.688704	0.390095
10960	0.703692	0.397250
11024	0.733250	0.400710
10000	0.608752	0.329183
10064	0.623622	0.336859
10128	0.625914	0.337676
10192	0.641266	0.342712
10256	0.642030	0.347841
10320	0.654046	0.347352
10384	0.656602	0.353148
10448	0.667565	0.359995
10512	0.675235	0.364449
10576	0.683237	0.367556
10640	0.685841	0.376386
10704	0.709113	0.384426
10768	0.709753	0.384564
10832	0.722317	0.386299
10896	0.688853	0.392097
10960	0.700207	0.397491
11024	0.732692	0.398747
10000	0.618271	0.330396
10064	0.630316	0.334735
10128	0.631901	0.337361
10192	0.643120	0.339354
10256	0.641368	0.345585
10320	0.653055	0.345847
10384	0.660571	0.354336
10448	0.659634	0.359459
10512	0.684471	0.365291
10576	0.680987	0.370251
10640	0.690233	0.376781
10704	0.701578	0.373485
10768	0.726322	0.379976
10832	0.717314	0.387902
10896	0.688172	0.391969
10960	0.709795	0.393112
11024	0.728644	0.400779
